invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue,year,month,day,day_of_week,hour
569651,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-10-05 12:49:00,0.55,14534,United Kingdom,0.55,2011,10,5,Wednesday,12
541405,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8,2011-01-17 15:17:00,7.65,12683,France,61.2,2011,1,17,Monday,15
538827,79302M,"ART LIGHTS,FUNK MONKEY",20,2010-12-14 12:59:00,2.55,14298,United Kingdom,51.0,2010,12,14,Tuesday,12
542716,22241,GARLAND WOODEN HAPPY EASTER,3,2011-01-31 14:02:00,1.25,16407,United Kingdom,3.75,2011,1,31,Monday,14
547052,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-03-20 12:07:00,1.95,18225,United Kingdom,3.9,2011,3,20,Sunday,12
569835,23206,LUNCH BAG APPLE DESIGN,3,2011-10-06 13:05:00,1.65,15518,United Kingdom,4.949999999999999,2011,10,6,Thursday,13
548808,21447,12 IVORY ROSE PEG PLACE SETTINGS,3,2011-04-04 12:55:00,1.25,17774,United Kingdom,3.75,2011,4,4,Monday,12
551158,22971,QUEENS GUARD COFFEE MUG,6,2011-04-26 15:00:00,2.55,16823,United Kingdom,15.299999999999999,2011,4,26,Tuesday,15
578522,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-11-24 14:09:00,2.1,17254,United Kingdom,2.1,2011,11,24,Thursday,14
566581,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-09-13 13:47:00,2.95,16081,United Kingdom,35.400000000000006,2011,9,13,Tuesday,13
569241,22812,PACK 3 BOXES CHRISTMAS PANNETONE,96,2011-10-03 09:30:00,1.65,14488,United Kingdom,158.39999999999998,2011,10,3,Monday,9
548404,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-03-31 09:38:00,2.95,16398,United Kingdom,14.75,2011,3,31,Thursday,9
578289,82580,BATHROOM METAL SIGN,1,2011-11-23 14:07:00,0.55,17841,United Kingdom,0.55,2011,11,23,Wednesday,14
576189,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,2011-11-14 11:33:00,0.55,14684,United Kingdom,1.1,2011,11,14,Monday,11
573870,22199,FRYING PAN RED RETROSPOT,2,2011-11-01 12:25:00,4.25,14485,United Kingdom,8.5,2011,11,1,Tuesday,12
573038,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,2011-10-27 13:48:00,1.45,17545,United Kingdom,2.9,2011,10,27,Thursday,13
555260,22413,METAL SIGN TAKE IT OR LEAVE IT ,5,2011-06-01 15:34:00,2.95,13263,United Kingdom,14.75,2011,6,1,Wednesday,15
562456,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-08-05 10:39:00,3.95,15194,United Kingdom,15.8,2011,8,5,Friday,10
541590,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-01-19 14:50:00,12.75,13310,United Kingdom,12.75,2011,1,19,Wednesday,14
544788,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-02-23 12:18:00,0.42,13089,United Kingdom,5.04,2011,2,23,Wednesday,12
539338,22530,MAGIC DRAWING SLATE DOLLY GIRL ,192,2010-12-17 10:54:00,0.42,17404,Sweden,80.64,2010,12,17,Friday,10
574532,22610,PENS ASSORTED FUNNY FACE,36,2011-11-04 14:19:00,0.19,15676,United Kingdom,6.84,2011,11,4,Friday,14
580536,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-12-04 16:07:00,4.95,12490,France,29.700000000000003,2011,12,4,Sunday,16
564191,21823,PAINTED METAL HEART WITH HOLLY BELL,1,2011-08-23 16:16:00,1.45,17315,United Kingdom,1.45,2011,8,23,Tuesday,16
539307,84519B,CARROT CHARLIE+LOLA COASTER SET,24,2010-12-16 17:43:00,1.25,13694,United Kingdom,30.0,2010,12,16,Thursday,17
540983,22669,RED BABY BUNTING ,50,2011-01-12 15:36:00,2.55,15171,United Kingdom,127.49999999999999,2011,1,12,Wednesday,15
580504,20963,APPLE BATH SPONGE,1,2011-12-04 13:32:00,1.25,17936,United Kingdom,1.25,2011,12,4,Sunday,13
580667,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-12-05 14:19:00,2.95,15031,United Kingdom,2.95,2011,12,5,Monday,14
536537,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2010-12-01 13:51:00,2.95,15922,United Kingdom,23.6,2010,12,1,Wednesday,13
565862,23172,REGENCY TEA PLATE PINK,12,2011-09-07 14:56:00,1.65,15885,United Kingdom,19.799999999999997,2011,9,7,Wednesday,14
540351,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,2011-01-06 14:26:00,1.65,12735,France,19.799999999999997,2011,1,6,Thursday,14
566915,23199,JUMBO BAG APPLES,10,2011-09-15 14:22:00,2.08,16945,United Kingdom,20.8,2011,9,15,Thursday,14
542542,21115,ROSE CARAVAN DOORSTOP,4,2011-01-28 14:37:00,6.75,12431,Australia,27.0,2011,1,28,Friday,14
540803,22966,GINGERBREAD MAN COOKIE CUTTER,5,2011-01-11 12:30:00,1.25,14669,United Kingdom,6.25,2011,1,11,Tuesday,12
566756,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,2011-09-14 15:54:00,4.95,12457,Switzerland,19.8,2011,9,14,Wednesday,15
541293,21242,RED RETROSPOT PLATE ,1,2011-01-17 13:39:00,1.69,15311,United Kingdom,1.69,2011,1,17,Monday,13
548242,20727,LUNCH BAG  BLACK SKULL.,10,2011-03-30 10:34:00,1.65,16218,United Kingdom,16.5,2011,3,30,Wednesday,10
570101,84991,60 TEATIME FAIRY CAKE CASES,24,2011-10-07 12:14:00,0.55,14560,United Kingdom,13.200000000000001,2011,10,7,Friday,12
568566,21754,HOME BUILDING BLOCK WORD,1,2011-09-27 17:47:00,6.25,17609,United Kingdom,6.25,2011,9,27,Tuesday,17
557222,22627,MINT KITCHEN SCALES,6,2011-06-17 13:14:00,8.5,14936,Channel Islands,51.0,2011,6,17,Friday,13
538179,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2010-12-10 09:52:00,2.95,17696,United Kingdom,17.700000000000003,2010,12,10,Friday,9
562449,22147,FELTCRAFT BUTTERFLY HEARTS,4,2011-08-04 20:01:00,1.45,14562,United Kingdom,5.8,2011,8,4,Thursday,20
538421,20670,VIP HOLIDAY PURSE,1,2010-12-12 12:08:00,2.95,17917,United Kingdom,2.95,2010,12,12,Sunday,12
555573,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-06-05 15:46:00,1.65,15349,United Kingdom,1.65,2011,6,5,Sunday,15
578922,23203,JUMBO BAG VINTAGE DOILY ,2,2011-11-27 12:00:00,2.08,17236,United Kingdom,4.16,2011,11,27,Sunday,12
553197,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-05-15 14:32:00,2.95,17263,United Kingdom,5.9,2011,5,15,Sunday,14
565665,82600,NO SINGING METAL SIGN,24,2011-09-05 17:44:00,2.1,15856,United Kingdom,50.400000000000006,2011,9,5,Monday,17
547672,85049C,ROMANTIC PINKS RIBBONS ,6,2011-03-24 13:54:00,1.25,17754,United Kingdom,7.5,2011,3,24,Thursday,13
555847,21872,GLAMOROUS  MUG,12,2011-06-07 13:27:00,1.25,14880,United Kingdom,15.0,2011,6,7,Tuesday,13
572880,21112,SWISS ROLL TOWEL PINK  SPOTS,1,2011-10-26 13:35:00,2.95,16415,United Kingdom,2.95,2011,10,26,Wednesday,13
570488,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,2011-10-10 17:12:00,4.13,14096,United Kingdom,4.13,2011,10,10,Monday,17
572769,23439,HAND WARMER RED LOVE HEART,24,2011-10-26 10:15:00,2.1,14051,United Kingdom,50.400000000000006,2011,10,26,Wednesday,10
553538,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-05-17 15:26:00,0.85,15855,United Kingdom,8.5,2011,5,17,Tuesday,15
536542,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,2010-12-01 14:11:00,1.95,16456,United Kingdom,58.5,2010,12,1,Wednesday,14
546389,22365,DOORMAT RESPECTABLE HOUSE,2,2011-03-11 13:56:00,7.95,16801,United Kingdom,15.9,2011,3,11,Friday,13
573149,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,3,2011-10-27 19:56:00,2.95,16438,United Kingdom,8.850000000000001,2011,10,27,Thursday,19
565430,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,2,2011-09-04 13:07:00,1.45,14335,Germany,2.9,2011,9,4,Sunday,13
561353,21877,HOME SWEET HOME MUG,12,2011-07-26 14:42:00,1.25,18094,United Kingdom,15.0,2011,7,26,Tuesday,14
550520,20677,PINK POLKADOT BOWL,8,2011-04-19 09:43:00,1.25,16170,United Kingdom,10.0,2011,4,19,Tuesday,9
543548,21136,PAINTED METAL PEARS ASSORTED,8,2011-02-10 09:21:00,1.69,13706,United Kingdom,13.52,2011,2,10,Thursday,9
564733,46000R,POLYESTER FILLER PAD 45x30cm,2,2011-08-28 13:18:00,1.45,17841,United Kingdom,2.9,2011,8,28,Sunday,13
571846,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-10-19 12:35:00,2.95,17841,United Kingdom,5.9,2011,10,19,Wednesday,12
539421,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-17 14:21:00,2.95,14016,EIRE,17.700000000000003,2010,12,17,Friday,14
554286,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-05-23 14:16:00,8.25,17686,United Kingdom,16.5,2011,5,23,Monday,14
541265,22625,RED KITCHEN SCALES,1,2011-01-16 16:23:00,8.5,17609,United Kingdom,8.5,2011,1,16,Sunday,16
539181,22136,LOVE HEART SOCK HANGER,1,2010-12-16 11:51:00,1.65,12748,United Kingdom,1.65,2010,12,16,Thursday,11
550033,21238,RED RETROSPOT CUP,4,2011-04-14 11:45:00,0.85,15005,United Kingdom,3.4,2011,4,14,Thursday,11
569919,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-10-06 17:08:00,1.45,15300,United Kingdom,17.4,2011,10,6,Thursday,17
577778,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-11-21 16:10:00,0.85,16549,United Kingdom,0.85,2011,11,21,Monday,16
571040,23318,BOX OF 6 MINI VINTAGE CRACKERS,4,2011-10-13 12:59:00,2.49,15272,United Kingdom,9.96,2011,10,13,Thursday,12
571441,21947,SET OF 6 HEART CHOPSTICKS,2,2011-10-17 13:31:00,2.46,14096,United Kingdom,4.92,2011,10,17,Monday,13
553351,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-05-16 13:35:00,0.55,18118,United Kingdom,2.75,2011,5,16,Monday,13
538509,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,2010-12-12 13:37:00,0.65,14413,United Kingdom,7.800000000000001,2010,12,12,Sunday,13
537794,85231B,CINAMMON SET OF 9 T-LIGHTS,6,2010-12-08 13:01:00,0.85,16713,United Kingdom,5.1,2010,12,8,Wednesday,13
538836,20931,BLUE POT PLANT CANDLE ,1,2010-12-14 13:09:00,3.75,12748,United Kingdom,3.75,2010,12,14,Tuesday,13
562730,22302,COFFEE MUG PEARS  DESIGN,36,2011-08-09 10:16:00,2.1,17554,United Kingdom,75.60000000000001,2011,8,9,Tuesday,10
553173,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,2011-05-13 17:34:00,16.95,17400,United Kingdom,16.95,2011,5,13,Friday,17
555705,23208,LUNCH BAG VINTAGE LEAF DESIGN,3,2011-06-06 15:24:00,1.65,14713,United Kingdom,4.949999999999999,2011,6,6,Monday,15
580109,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-12-01 15:46:00,4.95,17350,United Kingdom,39.6,2011,12,1,Thursday,15
579922,20749,ASSORTED COLOUR MINI CASES,12,2011-12-01 09:06:00,6.35,13854,United Kingdom,76.19999999999999,2011,12,1,Thursday,9
541574,21935,SUKI  SHOULDER BAG,10,2011-01-19 12:52:00,1.65,12826,United Kingdom,16.5,2011,1,19,Wednesday,12
552724,23084,RABBIT NIGHT LIGHT,6,2011-05-11 10:29:00,2.08,13418,United Kingdom,12.48,2011,5,11,Wednesday,10
551283,22727,ALARM CLOCK BAKELIKE RED ,1,2011-04-27 14:01:00,3.75,16755,United Kingdom,3.75,2011,4,27,Wednesday,14
567628,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,96,2011-09-21 13:01:00,0.72,14060,United Kingdom,69.12,2011,9,21,Wednesday,13
547497,21179,NO JUNK MAIL METAL SIGN,5,2011-03-23 12:15:00,1.25,14461,United Kingdom,6.25,2011,3,23,Wednesday,12
549546,21913,VINTAGE SEASIDE JIGSAW PUZZLES,3,2011-04-10 11:24:00,3.75,16889,United Kingdom,11.25,2011,4,10,Sunday,11
558812,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,2011-07-04 11:35:00,0.85,16265,United Kingdom,10.2,2011,7,4,Monday,11
555928,POST,POSTAGE,2,2011-06-08 08:02:00,15.0,12383,Belgium,30.0,2011,6,8,Wednesday,8
565644,21166,COOK WITH WINE METAL SIGN ,48,2011-09-05 15:56:00,1.85,15491,United Kingdom,88.80000000000001,2011,9,5,Monday,15
567134,20718,RED RETROSPOT SHOPPER BAG,10,2011-09-16 14:20:00,1.25,12600,Germany,12.5,2011,9,16,Friday,14
543392,84978,HANGING HEART JAR T-LIGHT HOLDER,72,2011-02-08 10:15:00,1.06,16839,United Kingdom,76.32000000000001,2011,2,8,Tuesday,10
543118,22030,SWALLOWS GREETING CARD,12,2011-02-03 13:31:00,0.42,13842,United Kingdom,5.04,2011,2,3,Thursday,13
542806,21755,LOVE BUILDING BLOCK WORD,10,2011-02-01 11:20:00,5.95,12836,United Kingdom,59.5,2011,2,1,Tuesday,11
549733,22436,12 COLOURED PARTY BALLOONS,20,2011-04-11 16:56:00,0.65,17827,United Kingdom,13.0,2011,4,11,Monday,16
580998,21181,PLEASE ONE PERSON METAL SIGN,12,2011-12-06 17:26:00,2.1,16987,United Kingdom,25.200000000000003,2011,12,6,Tuesday,17
557963,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-06-24 09:24:00,1.25,13709,United Kingdom,15.0,2011,6,24,Friday,9
559836,21293,MIRRORED DOVE WALL DECORATION,6,2011-07-13 10:09:00,2.1,13911,United Kingdom,12.600000000000001,2011,7,13,Wednesday,10
576830,22080,RIBBON REEL POLKADOTS ,5,2011-11-16 14:54:00,1.65,14898,United Kingdom,8.25,2011,11,16,Wednesday,14
559898,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2011-07-13 12:18:00,0.55,16225,United Kingdom,0.55,2011,7,13,Wednesday,12
574262,23058,CHRISTMAS HANGING SNOWFLAKE,12,2011-11-03 14:05:00,0.79,13721,United Kingdom,9.48,2011,11,3,Thursday,14
565584,20984,12 PENCILS TALL TUBE POSY,24,2011-09-05 13:10:00,0.29,14243,United Kingdom,6.959999999999999,2011,9,5,Monday,13
559549,23306,SET OF 36 DOILIES PANTRY DESIGN,2,2011-07-10 15:25:00,1.45,13230,United Kingdom,2.9,2011,7,10,Sunday,15
581477,20982,12 PENCILS TALL TUBE SKULLS,12,2011-12-09 08:59:00,0.85,13426,United Kingdom,10.2,2011,12,9,Friday,8
547492,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-03-23 12:06:00,1.95,12604,France,15.6,2011,3,23,Wednesday,12
576563,22604,SET OF 4 NAPKIN CHARMS CUTLERY,10,2011-11-15 13:27:00,2.55,17564,United Kingdom,25.5,2011,11,15,Tuesday,13
562101,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2011-08-02 14:04:00,1.65,13850,United Kingdom,16.5,2011,8,2,Tuesday,14
552039,21982,PACK OF 12 SUKI TISSUES ,24,2011-05-06 08:10:00,0.29,13081,United Kingdom,6.959999999999999,2011,5,6,Friday,8
572095,20718,RED RETROSPOT SHOPPER BAG,3,2011-10-20 15:15:00,1.25,15511,United Kingdom,3.75,2011,10,20,Thursday,15
546521,47566,PARTY BUNTING,50,2011-03-14 12:34:00,3.75,16013,United Kingdom,187.5,2011,3,14,Monday,12
548796,20725,LUNCH BAG RED RETROSPOT,10,2011-04-04 12:42:00,1.65,15752,United Kingdom,16.5,2011,4,4,Monday,12
575221,20727,LUNCH BAG  BLACK SKULL.,10,2011-11-09 11:25:00,1.65,12949,United Kingdom,16.5,2011,11,9,Wednesday,11
559887,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-07-13 11:44:00,4.95,13263,United Kingdom,4.95,2011,7,13,Wednesday,11
572218,23338,EGG FRYING PAN RED ,6,2011-10-21 13:13:00,2.08,16311,United Kingdom,12.48,2011,10,21,Friday,13
576387,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-15 09:55:00,4.95,15582,United Kingdom,19.8,2011,11,15,Tuesday,9
572858,23581,JUMBO BAG PAISLEY PARK,2,2011-10-26 12:36:00,2.08,13571,United Kingdom,4.16,2011,10,26,Wednesday,12
548792,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-04-04 12:42:00,1.25,14711,United Kingdom,7.5,2011,4,4,Monday,12
543740,21456,2 PICTURE BOOK EGGS EASTER CHICKS,6,2011-02-11 13:36:00,1.25,15311,United Kingdom,7.5,2011,2,11,Friday,13
575740,22594,CHRISTMAS GINGHAM TREE,12,2011-11-11 09:25:00,0.85,18130,United Kingdom,10.2,2011,11,11,Friday,9
542107,21754,HOME BUILDING BLOCK WORD,1,2011-01-25 13:38:00,5.95,16222,United Kingdom,5.95,2011,1,25,Tuesday,13
542420,22223,CAKE PLATE LOVEBIRD PINK,1,2011-01-27 18:05:00,4.95,17180,United Kingdom,4.95,2011,1,27,Thursday,18
551349,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,12,2011-04-28 10:03:00,0.85,14740,United Kingdom,10.2,2011,4,28,Thursday,10
542398,85047,WHITE BEADED GARLAND STRING 20LIGHT,2,2011-01-27 15:36:00,6.35,13174,United Kingdom,12.7,2011,1,27,Thursday,15
557939,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-23 15:44:00,4.95,12697,Sweden,19.8,2011,6,23,Thursday,15
577175,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-11-18 10:58:00,2.1,14849,United Kingdom,12.600000000000001,2011,11,18,Friday,10
543273,85231B,CINAMMON SET OF 9 T-LIGHTS,2,2011-02-06 11:29:00,0.85,16456,United Kingdom,1.7,2011,2,6,Sunday,11
542776,21218,RED SPOTTY BISCUIT TIN,6,2011-02-01 08:23:00,3.75,15240,United Kingdom,22.5,2011,2,1,Tuesday,8
550318,21892,TRADITIONAL WOODEN CATCH CUP GAME ,3,2011-04-17 12:25:00,1.25,16085,United Kingdom,3.75,2011,4,17,Sunday,12
568329,22150,3 STRIPEY MICE FELTCRAFT,6,2011-09-26 14:12:00,1.95,15243,United Kingdom,11.7,2011,9,26,Monday,14
559680,22961,JAM MAKING SET PRINTED,12,2011-07-11 14:47:00,1.45,12717,Greece,17.4,2011,7,11,Monday,14
550819,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-04-20 17:37:00,0.55,17530,United Kingdom,0.55,2011,4,20,Wednesday,17
574165,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2011-11-03 11:36:00,2.95,14815,United Kingdom,17.700000000000003,2011,11,3,Thursday,11
555691,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,6,2011-06-06 14:31:00,0.85,12843,United Kingdom,5.1,2011,6,6,Monday,14
537646,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-12-07 15:39:00,3.75,17591,United Kingdom,3.75,2010,12,7,Tuesday,15
562929,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-08-10 15:37:00,0.42,17562,United Kingdom,10.5,2011,8,10,Wednesday,15
558778,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-07-04 10:27:00,1.65,17160,United Kingdom,16.5,2011,7,4,Monday,10
559542,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-07-10 13:32:00,2.55,17126,United Kingdom,2.55,2011,7,10,Sunday,13
556482,23254,CHILDRENS CUTLERY DOLLY GIRL ,12,2011-06-12 13:04:00,4.15,17242,United Kingdom,49.800000000000004,2011,6,12,Sunday,13
568193,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-09-25 14:37:00,2.1,17107,United Kingdom,4.2,2011,9,25,Sunday,14
563922,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-08-21 14:10:00,1.69,14529,United Kingdom,1.69,2011,8,21,Sunday,14
539250,22394,PAPERWEIGHT KINGS CHOICE ,12,2010-12-16 13:44:00,0.85,15157,United Kingdom,10.2,2010,12,16,Thursday,13
561085,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-07-25 09:26:00,2.08,14367,United Kingdom,20.8,2011,7,25,Monday,9
581453,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2011-12-08 18:15:00,1.65,16401,United Kingdom,39.599999999999994,2011,12,8,Thursday,18
570275,23290,SPACEBOY CHILDRENS BOWL,8,2011-10-10 10:57:00,1.25,13098,United Kingdom,10.0,2011,10,10,Monday,10
552039,22606,WOODEN SKITTLES GARDEN SET,4,2011-05-06 08:10:00,12.75,13081,United Kingdom,51.0,2011,5,6,Friday,8
568101,21257,VICTORIAN SEWING BOX MEDIUM,4,2011-09-23 15:21:00,7.95,15978,United Kingdom,31.8,2011,9,23,Friday,15
568094,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-09-23 14:43:00,1.25,15807,United Kingdom,15.0,2011,9,23,Friday,14
574328,22029,SPACEBOY BIRTHDAY CARD,24,2011-11-04 09:05:00,0.42,13081,United Kingdom,10.08,2011,11,4,Friday,9
573510,22025,RING OF ROSES BIRTHDAY CARD,36,2011-10-31 12:21:00,0.42,14808,United Kingdom,15.12,2011,10,31,Monday,12
575070,22431,WATERING CAN BLUE ELEPHANT,1,2011-11-08 12:58:00,1.95,17841,United Kingdom,1.95,2011,11,8,Tuesday,12
575336,22694,WICKER STAR ,1,2011-11-09 13:58:00,2.1,14968,United Kingdom,2.1,2011,11,9,Wednesday,13
542932,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-02-02 10:54:00,1.25,13089,United Kingdom,30.0,2011,2,2,Wednesday,10
571212,20978,36 PENCILS TUBE SKULLS,4,2011-10-14 12:53:00,1.25,12856,United Kingdom,5.0,2011,10,14,Friday,12
546658,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-03-15 14:21:00,0.42,15150,United Kingdom,5.04,2011,3,15,Tuesday,14
577483,22694,WICKER STAR ,3,2011-11-20 11:50:00,2.1,14502,United Kingdom,6.300000000000001,2011,11,20,Sunday,11
546079,22469,HEART OF WICKER SMALL,1,2011-03-09 11:05:00,1.65,14534,United Kingdom,1.65,2011,3,9,Wednesday,11
558076,23012,GLASS APOTHECARY BOTTLE PERFUME,12,2011-06-24 17:35:00,3.45,14031,United Kingdom,41.400000000000006,2011,6,24,Friday,17
537646,22926,IVORY GIANT GARDEN THERMOMETER,2,2010-12-07 15:39:00,5.95,17591,United Kingdom,11.9,2010,12,7,Tuesday,15
563729,15056BL,EDWARDIAN PARASOL BLACK,24,2011-08-18 17:39:00,5.95,14051,United Kingdom,142.8,2011,8,18,Thursday,17
546909,22191,IVORY DINER WALL CLOCK,1,2011-03-17 19:01:00,8.5,14056,United Kingdom,8.5,2011,3,17,Thursday,19
570807,21352,EUCALYPTUS & PINECONE  WREATH,12,2011-10-12 12:44:00,2.95,13704,United Kingdom,35.400000000000006,2011,10,12,Wednesday,12
577747,21523,DOORMAT FANCY FONT HOME SWEET HOME,48,2011-11-21 14:21:00,8.0,17450,United Kingdom,384.0,2011,11,21,Monday,14
581335,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,2011-12-08 12:07:00,0.39,15214,United Kingdom,9.36,2011,12,8,Thursday,12
581098,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-12-07 11:42:00,0.39,14911,EIRE,4.68,2011,12,7,Wednesday,11
576555,23565,EGG CUP MILKMAID HELGA ,12,2011-11-15 13:01:00,1.25,17861,United Kingdom,15.0,2011,11,15,Tuesday,13
572103,84558A,3D DOG PICTURE PLAYING CARDS,1,2011-10-20 15:57:00,2.95,17571,United Kingdom,2.95,2011,10,20,Thursday,15
566400,23354,6 GIFT TAGS 50'S CHRISTMAS ,24,2011-09-12 13:16:00,0.83,17139,United Kingdom,19.919999999999998,2011,9,12,Monday,13
542618,22359,GLASS JAR KINGS CHOICE,1,2011-01-30 15:52:00,2.95,14502,United Kingdom,2.95,2011,1,30,Sunday,15
580884,22867,HAND WARMER BIRD DESIGN,1,2011-12-06 12:21:00,2.1,15907,United Kingdom,2.1,2011,12,6,Tuesday,12
566397,22961,JAM MAKING SET PRINTED,6,2011-09-12 12:54:00,1.45,17811,United Kingdom,8.7,2011,9,12,Monday,12
563199,48111,DOORMAT 3 SMILEY CATS,2,2011-08-14 10:38:00,7.95,16326,United Kingdom,15.9,2011,8,14,Sunday,10
571229,23321,SMALL WHITE HEART OF WICKER,5,2011-10-14 14:04:00,1.65,15453,United Kingdom,8.25,2011,10,14,Friday,14
561192,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-07-25 13:45:00,4.95,16033,United Kingdom,4.95,2011,7,25,Monday,13
571562,20728,LUNCH BAG CARS BLUE,20,2011-10-18 10:04:00,1.65,14156,EIRE,33.0,2011,10,18,Tuesday,10
536796,21990,MODERN FLORAL STATIONERY SET,1,2010-12-02 15:46:00,2.95,15574,United Kingdom,2.95,2010,12,2,Thursday,15
561005,21199,PINK  HEART CONFETTI IN TUBE,5,2011-07-22 14:53:00,1.65,17961,United Kingdom,8.25,2011,7,22,Friday,14
566847,23401,RUSTIC MIRROR WITH LACE HEART,1,2011-09-15 11:57:00,6.25,15005,United Kingdom,6.25,2011,9,15,Thursday,11
573340,21231,SWEETHEART CERAMIC TRINKET BOX,4,2011-10-30 11:55:00,1.25,14159,United Kingdom,5.0,2011,10,30,Sunday,11
565426,20992,JAZZ HEARTS PURSE NOTEBOOK,1,2011-09-04 12:41:00,0.39,12851,United Kingdom,0.39,2011,9,4,Sunday,12
546423,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-03-13 12:39:00,8.5,14502,United Kingdom,8.5,2011,3,13,Sunday,12
560650,21708,FOLDING UMBRELLA CREAM POLKADOT,2,2011-07-20 11:38:00,4.95,15529,United Kingdom,9.9,2011,7,20,Wednesday,11
573578,23323,WHITE WICKER STAR ,6,2011-10-31 14:13:00,2.1,16018,United Kingdom,12.600000000000001,2011,10,31,Monday,14
567458,82583,HOT BATHS METAL SIGN,528,2011-09-20 12:21:00,2.39,17450,United Kingdom,1261.92,2011,9,20,Tuesday,12
580757,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-12-06 10:27:00,2.95,13709,United Kingdom,17.700000000000003,2011,12,6,Tuesday,10
578333,23346,SPACEBOY BEAKER,12,2011-11-24 08:50:00,1.25,12471,Germany,15.0,2011,11,24,Thursday,8
548861,22088,PAPER BUNTING COLOURED LACE,6,2011-04-04 13:42:00,2.95,18185,United Kingdom,17.700000000000003,2011,4,4,Monday,13
570231,37489D,PINK/GREEN FLOWER DESIGN BIG MUG,1,2011-10-09 13:44:00,0.39,16685,United Kingdom,0.39,2011,10,9,Sunday,13
560552,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-07-19 12:54:00,4.95,15311,United Kingdom,9.9,2011,7,19,Tuesday,12
